technology [nm],latency [ns],datawidth,num_pipeline_stages,toggling activity [%],action,energy [fJ],area [um^2]
45,10,54,0,78,add,304.4270,0
45,10,54,0,80,add,266.3640,0
45,10,54,0,81,add,304.1490,0
45,10,54,0,83,add,284.3930,0
45,10,54,0,85,add,288.3540,0
45,10,54,0,87,add,281.8460,0
45,10,54,0,89,add,270.7350,0
45,10,54,0,91,add,276.5000,0
45,10,54,0,93,add,260.3290,0
45,10,54,0,94,add,274.4820,0
45,10,54,0,96,add,246.0880,0
45,10,54,0,98,add,234.7310,0
45,10,54,0,100,add,322.8800,0
45,10,56,0,2,add,8.1926,0
45,10,56,0,4,add,18.7510,0
45,10,56,0,5,add,32.8587,0
45,10,56,0,7,add,40.3853,0
45,10,56,0,9,add,59.4579,0
45,10,56,0,11,add,67.2037,0
45,10,56,0,12,add,74.8943,0
45,10,56,0,14,add,86.4790,0
45,10,56,0,16,add,100.0860,0
45,10,56,0,18,add,107.3870,0
45,10,56,0,20,add,126.5510,0
45,10,56,0,21,add,134.4530,0
45,10,56,0,23,add,141.9140,0
45,10,56,0,25,add,154.6260,0
45,10,56,0,27,add,167.4120,0
45,10,56,0,29,add,174.8550,0
45,10,56,0,30,add,193.9030,0
45,10,56,0,32,add,201.7790,0
45,10,56,0,34,add,209.1120,0
45,10,56,0,36,add,222.5990,0
45,10,56,0,38,add,234.7590,0
45,10,56,0,39,add,242.4550,0
45,10,56,0,41,add,261.1000,0
45,10,56,0,43,add,269.0640,0
45,10,56,0,45,add,276.6880,0
45,10,56,0,46,add,290.7910,0
45,10,56,0,48,add,301.9290,0
45,10,56,0,50,add,320.9840,0
45,10,56,0,52,add,352.7630,0
45,10,56,0,54,add,340.2190,0
45,10,56,0,55,add,348.0560,0
45,10,56,0,57,add,358.2470,0
45,10,56,0,59,add,347.9410,0
45,10,56,0,61,add,350.9490,0
45,10,56,0,62,add,338.7190,0
45,10,56,0,64,add,324.0490,0
45,10,56,0,66,add,346.1720,0
45,10,56,0,68,add,350.8660,0
45,10,56,0,70,add,336.3820,0
45,10,56,0,71,add,338.0700,0
45,10,56,0,73,add,325.5620,0
45,10,56,0,75,add,283.7310,0
45,10,56,0,77,add,295.4190,0
45,10,56,0,79,add,309.2360,0
45,10,56,0,80,add,288.1730,0
45,10,56,0,82,add,294.2680,0
45,10,56,0,84,add,305.0040,0
45,10,56,0,86,add,311.8240,0
45,10,56,0,88,add,277.6240,0
45,10,56,0,89,add,287.9850,0
45,10,56,0,91,add,295.6950,0
45,10,56,0,93,add,278.2330,0
45,10,56,0,95,add,286.3970,0
45,10,56,0,96,add,231.1150,0
45,10,56,0,98,add,247.1280,0
45,10,56,0,100,add,335.2760,0
45,10,58,0,2,add,8.1926,0
45,10,58,0,3,add,18.4302,0
45,10,58,0,5,add,33.2310,0
45,10,58,0,7,add,40.7409,0
45,10,58,0,9,add,60.3259,0
45,10,58,0,10,add,68.1669,0
45,10,58,0,12,add,75.7200,0
45,10,58,0,14,add,85.3212,0
45,10,58,0,16,add,100.5670,0
45,10,58,0,17,add,108.6300,0
45,10,58,0,19,add,128.0480,0
45,10,58,0,21,add,136.1310,0
45,10,58,0,22,add,143.8710,0
45,10,58,0,24,add,152.4650,0
45,10,58,0,26,add,167.8740,0
45,10,58,0,28,add,176.6320,0
45,10,58,0,29,add,196.2780,0
45,10,58,0,31,add,204.2380,0
45,10,58,0,33,add,211.9840,0
45,10,58,0,34,add,219.8560,0
45,10,58,0,36,add,235.2690,0
45,10,58,0,38,add,245.0640,0
45,10,58,0,40,add,264.7990,0
45,10,58,0,41,add,272.1220,0
45,10,58,0,43,add,279.9220,0
45,10,58,0,45,add,287.2790,0
45,10,58,0,47,add,302.5820,0
45,10,58,0,48,add,313.2940,0
45,10,58,0,50,add,332.7900,0
45,10,58,0,52,add,364.5690,0
45,10,58,0,53,add,374.1030,0
45,10,58,0,55,add,357.1420,0
45,10,58,0,57,add,365.6670,0
45,10,58,0,59,add,353.9660,0
45,10,58,0,60,add,369.5780,0
45,10,58,0,62,add,365.2610,0
45,10,58,0,64,add,353.3500,0
45,10,58,0,66,add,345.9940,0
45,10,58,0,67,add,394.6390,0
45,10,58,0,69,add,340.2190,0
45,10,58,0,71,add,344.1050,0
45,10,58,0,72,add,347.4760,0
45,10,58,0,74,add,354.2730,0
45,10,58,0,76,add,312.0310,0
45,10,58,0,78,add,323.1000,0
45,10,58,0,79,add,308.5440,0
45,10,58,0,81,add,314.5700,0
45,10,58,0,83,add,319.7490,0
45,10,58,0,84,add,300.6630,0
45,10,58,0,86,add,310.3530,0
45,10,58,0,88,add,298.8880,0
45,10,58,0,90,add,306.2950,0
45,10,58,0,91,add,287.2560,0
45,10,58,0,93,add,294.2090,0
45,10,58,0,95,add,299.4160,0
45,10,58,0,97,add,242.9450,0
45,10,58,0,98,add,259.5250,0
45,10,58,0,100,add,347.6730,0
45,10,60,0,2,add,8.1926,0
45,10,60,0,3,add,18.1103,0
45,10,60,0,5,add,32.8230,0
45,10,60,0,7,add,41.1124,0
45,10,60,0,8,add,61.0949,0
45,10,60,0,10,add,68.8621,0
45,10,60,0,12,add,76.6263,0
45,10,60,0,13,add,84.1216,0
45,10,60,0,15,add,99.4366,0
45,10,60,0,17,add,109.9320,0
45,10,60,0,18,add,117.6040,0
45,10,60,0,20,add,137.5810,0
45,10,60,0,22,add,145.4630,0
45,10,60,0,23,add,152.9870,0
45,10,60,0,25,add,166.0060,0
45,10,60,0,27,add,179.1840,0
45,10,60,0,28,add,186.4730,0
45,10,60,0,30,add,206.3520,0
45,10,60,0,32,add,214.3490,0
45,10,60,0,33,add,221.9900,0
45,10,60,0,35,add,232.6730,0
45,10,60,0,37,add,248.1280,0
45,10,60,0,38,add,255.5460,0
45,10,60,0,40,add,275.8940,0
45,10,60,0,42,add,283.4370,0
45,10,60,0,43,add,290.8540,0
45,10,60,0,45,add,299.0130,0
45,10,60,0,47,add,314.3500,0
45,10,60,0,48,add,324.6590,0
45,10,60,0,50,add,344.5950,0
45,10,60,0,52,add,376.3740,0
45,10,60,0,53,add,385.0460,0
45,10,60,0,55,add,366.5630,0
45,10,60,0,57,add,373.9490,0
45,10,60,0,58,add,360.9960,0
45,10,60,0,60,add,376.6740,0
45,10,60,0,62,add,369.7660,0
45,10,60,0,63,add,356.6490,0
45,10,60,0,65,add,353.8970,0
45,10,60,0,67,add,390.5420,0
45,10,60,0,68,add,364.7970,0
45,10,60,0,70,add,341.6730,0
45,10,60,0,72,add,369.2870,0
45,10,60,0,73,add,351.9550,0
45,10,60,0,75,add,304.7010,0
45,10,60,0,77,add,314.8970,0
45,10,60,0,78,add,352.3700,0
45,10,60,0,80,add,303.4830,0
45,10,60,0,82,add,331.3210,0
45,10,60,0,83,add,317.1620,0
45,10,60,0,85,add,319.1290,0
45,10,60,0,87,add,306.1850,0
45,10,60,0,88,add,320.0780,0
45,10,60,0,90,add,296.0140,0
45,10,60,0,92,add,276.4160,0
45,10,60,0,93,add,311.0750,0
45,10,60,0,95,add,283.3180,0
45,10,60,0,97,add,254.8050,0
45,10,60,0,98,add,271.9220,0
45,10,60,0,100,add,360.0700,0
45,10,62,0,2,add,8.1926,0
45,10,62,0,3,add,17.8067,0
45,10,62,0,5,add,32.4245,0
45,10,62,0,6,add,41.4982,0
45,10,62,0,8,add,61.9278,0
45,10,62,0,10,add,69.6249,0
45,10,62,0,11,add,77.4001,0
45,10,62,0,13,add,84.8921,0
45,10,62,0,15,add,98.1901,0
45,10,62,0,16,add,111.3860,0
45,10,62,0,18,add,118.6380,0
45,10,62,0,19,add,139.1430,0
45,10,62,0,21,add,147.2380,0
45,10,62,0,23,add,154.7580,0
45,10,62,0,24,add,163.8300,0
45,10,62,0,26,add,179.2550,0
45,10,62,0,27,add,188.4470,0
45,10,62,0,29,add,209.0140,0
45,10,62,0,31,add,216.8490,0
45,10,62,0,32,add,224.6420,0
45,10,62,0,34,add,231.9190,0
45,10,62,0,35,add,245.0840,0
45,10,62,0,37,add,258.9250,0
45,10,62,0,39,add,266.2060,0
45,10,62,0,40,add,286.7060,0
45,10,62,0,42,add,294.5610,0
45,10,62,0,44,add,301.8560,0
45,10,62,0,45,add,310.8040,0
45,10,62,0,47,add,326.1530,0
45,10,62,0,48,add,336.0240,0
45,10,62,0,50,add,356.4000,0
45,10,62,0,52,add,388.1790,0
45,10,62,0,53,add,396.0420,0
45,10,62,0,55,add,401.4840,0
45,10,62,0,56,add,383.1540,0
45,10,62,0,58,add,394.2860,0
45,10,62,0,60,add,380.5550,0
45,10,62,0,61,add,376.0410,0
45,10,62,0,63,add,385.1670,0
45,10,62,0,65,add,362.2780,0
45,10,62,0,66,add,386.7680,0
45,10,62,0,68,add,412.9890,0
45,10,62,0,69,add,369.8290,0
45,10,62,0,71,add,375.3250,0
45,10,62,0,73,add,375.8430,0
45,10,62,0,74,add,380.8640,0
45,10,62,0,76,add,333.0000,0
45,10,62,0,77,add,341.7230,0
45,10,62,0,79,add,354.1050,0
45,10,62,0,81,add,325.1030,0
45,10,62,0,82,add,329.9540,0
45,10,62,0,84,add,337.7730,0
45,10,62,0,85,add,339.7350,0
45,10,62,0,87,add,326.9620,0
45,10,62,0,89,add,308.9850,0
45,10,62,0,90,add,311.3070,0
45,10,62,0,92,add,293.6110,0
45,10,62,0,94,add,328.0650,0
45,10,62,0,95,add,295.1640,0
45,10,62,0,97,add,266.6740,0
45,10,62,0,98,add,284.3190,0
45,10,62,0,100,add,372.4670,0
45,10,64,0,2,add,8.1926,0
45,10,64,0,3,add,17.5041,0
45,10,64,0,5,add,32.0337,0
45,10,64,0,6,add,41.8837,0
45,10,64,0,8,add,49.6871,0
45,10,64,0,9,add,70.3805,0
45,10,64,0,11,add,78.2073,0
45,10,64,0,12,add,85.8840,0
45,10,64,0,14,add,97.0356,0
45,10,64,0,16,add,112.2880,0
45,10,64,0,17,add,119.9220,0
45,10,64,0,19,add,140.6040,0
45,10,64,0,20,add,148.6260,0
45,10,64,0,22,add,156.6100,0
45,10,64,0,23,add,163.9210,0
45,10,64,0,25,add,177.3870,0
45,10,64,0,27,add,190.9640,0
45,10,64,0,28,add,198.0910,0
45,10,64,0,30,add,218.9660,0
45,10,64,0,31,add,227.0650,0
45,10,64,0,33,add,234.7920,0
45,10,64,0,34,add,242.2800,0
45,10,64,0,36,add,257.5390,0
45,10,64,0,38,add,269.3060,0
45,10,64,0,39,add,276.8700,0
45,10,64,0,41,add,297.3850,0
45,10,64,0,42,add,305.4200,0
45,10,64,0,44,add,313.0430,0
45,10,64,0,45,add,322.5530,0
45,10,64,0,47,add,338.1490,0
45,10,64,0,48,add,347.3880,0
45,10,64,0,50,add,368.2050,0
45,10,64,0,52,add,399.9840,0
45,10,64,0,53,add,407.7800,0
45,10,64,0,55,add,411.6270,0
45,10,64,0,56,add,393.2340,0
45,10,64,0,58,add,401.8790,0
45,10,64,0,59,add,384.2030,0
45,10,64,0,61,add,408.1550,0
45,10,64,0,62,add,388.8980,0
45,10,64,0,64,add,368.1410,0
45,10,64,0,66,add,385.2100,0
45,10,64,0,67,add,435.2350,0
45,10,64,0,69,add,373.0180,0
45,10,64,0,70,add,371.8130,0
45,10,64,0,72,add,372.0700,0
45,10,64,0,73,add,377.5240,0
45,10,64,0,75,add,325.6700,0
45,10,64,0,77,add,363.6520,0
45,10,64,0,78,add,370.9580,0
45,10,64,0,80,add,318.6530,0
45,10,64,0,81,add,356.3180,0
45,10,64,0,83,add,355.4120,0
45,10,64,0,84,add,330.5740,0
45,10,64,0,86,add,365.2760,0
45,10,64,0,88,add,318.8050,0
45,10,64,0,89,add,326.3040,0
45,10,64,0,91,add,327.5390,0
45,10,64,0,92,add,296.5530,0
45,10,64,0,94,add,314.1120,0
45,10,64,0,95,add,307.0180,0
45,10,64,0,97,add,247.0870,0
45,10,64,0,98,add,296.7160,0
45,10,64,0,100,add,384.8640,0
